,Name,Card Type,Attribute,Type of Spell and Trap,Type,Level/Rank/Link,Abilities/Other,Cid,Release Name,Release Date,Release Link
3159,Fear from the Dark,Effect,DARK,,Zombie,4,,5717,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3160,Dark Scorpion - Chick the Yellow,Effect,DARK,,Warrior,3,,5718,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3161,D.D. Warrior Lady,Effect,LIGHT,,Warrior,4,,5719,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3162,Thousand Needles,Effect,EARTH,,Beast,4,,5720,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3163,Shinato's Ark,Spell,,Ritual Spell,,,,5721,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3164,A Deal with Dark Ruler,Spell,,Quick-play Spell,,,,5722,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3165,Contract with Exodia,Spell,,Normal Spell,,,,5723,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3166,Butterfly Dagger - Elma,Spell,,Equip Spell,,,,5724,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3167,Shooting Star Bow - Ceal,Spell,,Equip Spell,,,,5725,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3168,Gravity Axe - Grarl,Spell,,Equip Spell,,,,5726,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3169,Wicked-Breaking Flamberge - Baou,Spell,,Equip Spell,,,,5727,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3170,Rod of Silence - Kay'est,Spell,,Equip Spell,,,,5728,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3171,Twin Swords of Flashing Light - Tryce,Spell,,Equip Spell,,,,5729,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3172,Precious Cards from Beyond,Spell,,Continuous Spell,,,,5730,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3173,Rod of the Mind's Eye,Spell,,Equip Spell,,,,5731,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3174,Fairy of the Spring,Spell,,Normal Spell,,,,5732,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3175,Token Thanksgiving,Spell,,Normal Spell,,,,5733,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3176,Morale Boost,Spell,,Continuous Spell,,,,5734,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3177,Non-Spellcasting Area,Spell,,Continuous Spell,,,,5735,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3178,Different Dimension Gate,Spell,,Continuous Spell,,,,5736,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3179,Final Attack Orders,Trap,,Continuous Trap,,,,5627,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3180,Staunch Defender,Trap,,Normal Trap,,,,5737,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3181,Ojama Trio,Trap,,Normal Trap,,,,5738,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3182,Arsenal Robber,Trap,,Normal Trap,,,,5739,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3183,Skill Drain,Trap,,Continuous Trap,,,,5740,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3184,Really Eternal Rest,Trap,,Normal Trap,,,,5741,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3185,Kaiser Glider,Effect,LIGHT,,Dragon,6,,5353,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3186,Interdimensional Matter Transporter,Trap,,Normal Trap,,,,5560,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3187,Cost Down,Spell,,Normal Spell,,,,5575,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3188,Gagagigo,Normal,WATER,,Reptile,4,,5759,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3189,D.D. Trainer,Normal,DARK,,Fiend,1,,5760,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3190,Ojama Green,Normal,LIGHT,,Beast,2,,5761,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3191,Archfiend Soldier,Normal,DARK,,Fiend,4,,5762,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3192,Pandemonium Watchbear,Effect,DARK,,Beast,4,,5763,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3193,Sasuke Samurai #2,Effect,WIND,,Warrior,1,,5764,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3194,Dark Scorpion - Gorg the Strong,Effect,DARK,,Warrior,5,,5765,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3195,Dark Scorpion - Meanae the Thorn,Effect,DARK,,Warrior,4,,5766,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3196,Outstanding Dog Marron,Effect,LIGHT,,Beast,1,,5767,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3197,Great Maju Garzett,Effect,DARK,,Fiend,6,,5768,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3198,Iron Blacksmith Kotetsu,Flip,FIRE,,Beast-Warrior,2,,5769,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3199,Goblin of Greed,Effect,EARTH,,Fiend,4,,5770,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3200,Mefist the Infernal General,Effect,DARK,,Fiend,5,,5771,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3201,Vilepawn Archfiend,Effect,EARTH,,Fiend,2,,5772,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3202,Shadowknight Archfiend,Effect,WIND,,Fiend,4,,5773,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3203,Darkbishop Archfiend,Effect,WATER,,Fiend,3,,5774,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3204,Desrook Archfiend,Effect,LIGHT,,Fiend,3,,5775,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3205,Infernalqueen Archfiend,Effect,FIRE,,Fiend,4,,5776,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3206,Terrorking Archfiend,Effect,DARK,,Fiend,4,,5777,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3207,Skull Archfiend of Lightning,Effect,DARK,,Fiend,6,,5778,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3208,Metallizing Parasite - Lunatite,Union,WATER,,Aqua,7,,5779,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3209,Tsukuyomi,Spirit,DARK,,Spellcaster,4,,5780,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3210,Mudora,Effect,EARTH,,Fairy,4,,5356,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3211,Keldo,Effect,EARTH,,Fairy,4,,5351,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3212,Kelbek,Effect,EARTH,,Fairy,4,,5361,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3213,Zolga,Effect,EARTH,,Fairy,4,,5363,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3214,Agido,Effect,EARTH,,Fairy,4,,5366,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3215,Legendary Flame Lord,Ritual,FIRE,,Spellcaster,7,,5781,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3216,Dark Master - Zorc,Ritual,DARK,,Fiend,8,,5782,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3217,Spell Reproduction,Spell,,Normal Spell,,,,5354,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3218,Dragged Down into the Grave,Spell,,Normal Spell,,,,5352,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3219,Incandescent Ordeal,Spell,,Ritual Spell,,,,5783,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3220,Contract with the Abyss,Spell,,Ritual Spell,,,,5784,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3221,Contract with the Dark Master,Spell,,Ritual Spell,,,,5785,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3222,Falling Down,Spell,,Equip Spell,,,,5786,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3223,Checkmate,Spell,,Normal Spell,,,,5787,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3224,Cestus of Dagla,Spell,,Equip Spell,,,,5357,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3225,Final Countdown,Spell,,Normal Spell,,,,5788,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3226,Archfiend's Oath,Spell,,Continuous Spell,,,,5789,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3227,Mustering of the Dark Scorpions,Spell,,Normal Spell,,,,5790,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3228,Pandemonium,Spell,,Field Spell,,,,5791,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3229,Altar for Tribute,Trap,,Normal Trap,,,,5792,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3230,Frozen Soul,Trap,,Normal Trap,,,,5793,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3231,Battle-Scarred,Trap,,Continuous Trap,,,,5794,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3232,Dark Scorpion Combination,Trap,,Normal Trap,,,,5795,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3233,Archfiend's Roar,Trap,,Normal Trap,,,,5796,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3234,Dice Re-Roll,Trap,,Normal Trap,,,,5797,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3235,Spell Vanishing,Trap,,Counter Trap,,,,5798,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3236,Sakuretsu Armor,Trap,,Normal Trap,,,,5799,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3237,Ray of Hope,Trap,,Normal Trap,,,,5800,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3238,Blast Held by a Tribute,Trap,,Normal Trap,,,,5365,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3239,Judgment of Anubis,Trap,,Counter Trap,,,,5232,DARK CRISIS,2004/05/13,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000013000&rp=99999&request_locale=ae
3240,Dark Magician Girl,Effect,DARK,,Spellcaster,6,,4766,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3241,People Running About,Normal,FIRE,,Pyro,2,,5578,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3242,Oppressed People,Normal,WATER,,Aqua,1,,5579,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3243,United Resistance,Normal,WIND,,Thunder,3,,5580,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3244,X-Head Cannon,Normal,LIGHT,,Machine,4,,5504,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3245,Y-Dragon Head,Union,LIGHT,,Machine,4,,5552,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3246,Z-Metal Tank,Union,LIGHT,,Machine,4,,5555,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3247,Dark Blade,Normal,DARK,,Warrior,4,,5581,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3248,Pitch-Dark Dragon,Union,DARK,,Dragon,3,,5582,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3249,Kiryu,Union,DARK,,Dragon,5,,5583,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3250,Decayed Commander,Effect,EARTH,,Zombie,4,,5584,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3251,Zombie Tiger,Union,EARTH,,Zombie,3,,5585,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3252,Giant Orc,Effect,DARK,,Fiend,4,,5586,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3253,Second Goblin,Union,DARK,,Fiend,1,,5587,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3254,Vampiric Orchis (Updated from: Vampire Orchis),Effect,EARTH,,Plant,4,,5588,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3255,Des Dendle,Union,EARTH,,Plant,4,,5589,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3256,Burning Beast,Union,FIRE,,Pyro,4,,5590,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3257,Freezing Beast,Union,WATER,,Aqua,4,,5591,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3258,Union Rider,Effect,WIND,,Machine,2,,5592,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3259,D.D. Crazy Beast,Effect,EARTH,,Beast,3,,5593,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3260,Spell Canceller,Effect,WIND,,Machine,5,,5594,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3261,Neko Mane King,Effect,EARTH,,Beast,1,,5595,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3262,Helping Robo for Combat,Effect,LIGHT,,Machine,4,,5596,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3263,Dimension Jar,Flip,DARK,,Machine,2,,5597,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3264,Great Phantom Thief,Effect,EARTH,,Spellcaster,3,,5598,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3265,Roulette Barrel,Effect,LIGHT,,Machine,4,,5599,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
3266,Paladin of White Dragon,Ritual,LIGHT,,Dragon,4,,5600,MAGICIAN'S FORCE,2004/01/22,https://www.db.yugioh-card.com/yugiohdb/card_search.action?ope=1&sess=1&pid=5000000012000&rp=99999&request_locale=ae
